Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0043065~positive regulation of apoptotic process	10	6.7114093959731544	2.596426780308154E-4	TFPT, PRR7, EEF1A2, FZD9, OSGIN1, ID3, CYP1B1, HMOX1, PLEKHN1, TGM2	123	332	19333	4.734303065922225	0.19889530728317684	0.22147520436028553	0.22147520436028553
GOTERM_BP_DIRECT	GO:0071280~cellular response to copper ion	4	2.684563758389262	7.946680190194363E-4	MT2A, MT1L, CYP1A1, MT1E	123	29	19333	21.679843005326607	0.49283367932191846	0.30093465722061813	0.30093465722061813
GOTERM_BP_DIRECT	GO:0032922~circadian regulation of gene expression	5	3.3557046979865772	0.0010583868366493018	CAVIN3, ID1, ID3, SIRT6, CIART	123	71	19333	11.068933928775907	0.5951914397115279	0.30093465722061813	0.30093465722061813
GOTERM_BP_DIRECT	GO:0071276~cellular response to cadmium ion	4	2.684563758389262	0.0021941412651970862	MT2A, MT1L, HMOX1, MT1E	123	41	19333	15.334523101328577	0.8467761476616128	0.46790062480327865	0.46790062480327865
GOTERM_BP_DIRECT	GO:0030154~cell differentiation	12	8.053691275167784	0.003941690572479914	CAMK2B, UNC13A, SOX17, CCDC85B, OSR1, CATSPERG, PPDPF, ID1, OSGIN1, ID3, SMAD6, HES4	123	682	19333	2.7656104713539804	0.9657084222248167	0.6359355590377392	0.6359355590377392
REACTOME_PATHWAY	R-HSA-189483~Heme degradation	3	2.013422818791946	0.004354839796036121	BLVRB, HMOX1, ABCG2	74	15	10946	29.583783783783783	0.8372547994188942	1.0	1.0
GOTERM_BP_DIRECT	GO:0010273~detoxification of copper ion	3	2.013422818791946	0.004473169231215048	MT2A, MT1L, MT1E	123	16	19333	29.471036585365855	0.9782611877915053	0.6359355590377392	0.6359355590377392
GOTERM_BP_DIRECT	GO:0045926~negative regulation of growth	3	2.013422818791946	0.006296025114852751	MT2A, MT1L, MT1E	123	19	19333	24.817715019255456	0.9954553432726065	0.767215631852771	0.767215631852771
REACTOME_PATHWAY	R-HSA-198725~Nuclear Events (kinase and transcription factor activation)	4	2.684563758389262	0.007766037821683616	DUSP4, LYL1, ID1, ID3	74	61	10946	9.699601240584848	0.9609644231843806	1.0	1.0
GOTERM_BP_DIRECT	GO:0030308~negative regulation of cell growth	5	3.3557046979865772	0.008831607691032493	NDUFA13, SOX17, CCDC85B, OSGIN1, MSX1	123	128	19333	6.139799288617886	0.9994872361812762	0.9416701700563396	0.9416701700563396
GOTERM_BP_DIRECT	GO:0071294~cellular response to zinc ion	3	2.013422818791946	0.010776753946702137	MT2A, MT1L, MT1E	123	25	19333	18.861463414634148	0.9999042048183747	1.0	1.0
REACTOME_PATHWAY	R-HSA-189445~Metabolism of porphyrins	3	2.013422818791946	0.01382617810013651	BLVRB, HMOX1, ABCG2	74	27	10946	16.435435435435437	0.9969475855613608	1.0	1.0
GOTERM_BP_DIRECT	GO:0008360~regulation of cell shape	5	3.3557046979865772	0.016476090391296036	DMTN, PALMD, CDC42EP5, CORO1A, RND1	123	154	19333	5.103209798331749	0.9999993108345255	1.0	1.0
GOTERM_BP_DIRECT	GO:0001525~angiogenesis	6	4.026845637583892	0.022221141254337638	TGFBR3L, SOX17, ID1, CYP1B1, HMOX1, ANGPTL4	123	253	19333	3.727561939651017	0.9999999953707676	1.0	1.0
GOTERM_BP_DIRECT	GO:0006882~cellular zinc ion homeostasis	3	2.013422818791946	0.022778745152685322	MT2A, MT1L, MT1E	123	37	19333	12.744232036914966	0.9999999971559294	1.0	1.0
REACTOME_PATHWAY	R-HSA-9031628~NGF-stimulated transcription	3	2.013422818791946	0.027730545911540387	LYL1, ID1, ID3	74	39	10946	11.378378378378379	0.99999169684893	1.0	1.0
GOTERM_BP_DIRECT	GO:0001666~response to hypoxia	5	3.3557046979865772	0.02880664781013822	CYP1A1, HMOX1, CYBA, PLEKHN1, ANGPTL4	123	183	19333	4.29450442045404	0.9999999999855765	1.0	1.0
